pred_class,p_orig,comprehensiveness,sufficiency,deletion_auc,n_words,k
0,0.8970773853518376,0.1284060680439324,-0.09383197245744535,0.7321093280559435,8,2
0,0.8087951503629456,0.12004400426177397,-0.168236743818292,0.6748372497238625,6,1
0,0.9439549162540756,0.12313387226017947,-0.05055138030808992,0.7462409424504042,13,3
0,0.6404225707417144,0.49368133559789207,-0.35777148518387136,0.20452134800426708,33,7
0,0.970813266946214,0.18026019605106514,-0.028560268183389304,0.7665053119080995,30,6
0,0.9249524129396165,0.1612118404246642,-0.07318816655778837,0.7251450543014383,16,3
1,0.866085859037924,0.7104079806149668,-0.11399554101420761,0.2408527707403155,15,3
0,0.9696692360473576,0.0868462475986409,-0.028716085337473496,0.7893396866006047,22,4
1,0.7508804153138655,0.5139259672638714,-0.24338068410757385,0.3142791948886768,21,4
0,0.8781107473070464,0.07566444826999408,-0.10683430065978805,0.7450155323680576,10,2
0,0.9940380696918611,0.01863184103163351,-0.004169092666747809,0.8901957224542418,16,3
0,0.5045865150850329,0.3317393655778976,-0.4796165801931713,0.21111649194856083,47,9
1,0.5470219500365623,0.5335498382584942,-0.4517290114765621,0.09025276725905236,16,3
0,0.7829721511947209,0.5429795428562196,-0.2157102377063037,0.32881404345245924,18,4
1,0.7483428918607956,0.7078886878366036,-0.2399700388411946,0.14927668930528573,32,6
0,0.8789629579430538,0.35431707191378115,-0.11872563591165708,0.512113771214331,47,9
0,0.8984991031736079,0.36186587522814395,-0.10049369307419498,0.556945763589261,19,4
0,0.8212870135643058,0.15816088747156043,-0.17632513270253847,0.6339755349967139,17,3
0,0.8432866440856537,0.22680102738192032,-0.15390785158541942,0.591196505543545,9,2
0,0.718702339890334,0.07791718541979564,-0.26039167145678155,0.6127214609961779,7,1
0,0.8864138434987685,0.6045776874543543,-0.11254320332175505,0.33666152940511124,89,18
0,0.8721773338355325,0.022945097804574988,-0.11332213698589633,0.7807396797012437,6,1
1,0.9928912799609747,0.09278103759275225,0.017510470779607545,0.7984537849278788,11,2
1,0.6351529106098514,0.579632276423413,-0.3269219869808334,0.2117944754726634,12,2
0,0.9791931847345685,0.034360308408587614,-0.019054751158928518,0.8721884568387314,5,1
1,0.6960633997621629,0.6798591036427634,-0.30214127856265516,0.11759557151721807,14,3
1,0.7769293941488674,0.3769054036107447,0.09767801513039587,0.5074178071523409,5,1
1,0.5228396727588903,0.44964549332555137,-0.3636576949950766,0.1940614386058524,8,2
0,0.9169181153769195,0.11877013067686382,-0.07440625401142065,0.7994679803166506,10,2
0,0.9706094073454443,0.056364285910626366,-0.023493071007829935,0.8307612764016913,11,2
0,0.988023770053217,0.02570069173169698,-0.0070739919441491494,0.8816082322748787,7,1
0,0.7800690142251423,0.44745801123131435,-0.21887935195455288,0.3255804236686662,49,10
0,0.9839968097450822,0.08810045689205392,-0.01250424770471481,0.7855857719847307,22,4
0,0.9995628447649153,0.006812425830654334,-0.00029770367283010746,0.8995100355599674,24,5
0,0.9708493526388539,0.024998335932870708,-0.019826791641494035,0.8693855869390259,5,1
0,0.9880686826804878,0.02475199616761592,-0.009395369405886922,0.8794496572742742,12,2
0,0.7724577982584561,0.07037654148740802,-0.21463912964565368,0.6631799214823889,7,1
0,0.878875593737079,0.06818431397406566,-0.11200517403738275,0.7485376857925501,9,2
0,0.9938493810005964,0.035439995709263594,-0.004949934229349751,0.8700358422179523,18,4
0,0.8251402762274815,0.15532806172853797,-0.15525609906552607,0.661750505847123,8,2
1,0.8153933814510905,0.730059923642666,-0.1259932480709266,0.2523615430088422,22,4
0,0.9434755828588277,0.03916076442078886,-0.04379176001681373,0.8354979348916269,5,1
0,0.9771975223095972,0.015692259574676237,-0.01733355059511954,0.880265552557931,6,1
0,0.982545105136653,0.018344682041815275,-0.013485906113864687,0.8834443927359336,6,1
0,0.9886965312312306,0.024508263641834338,-0.009357583097979405,0.8737015122063441,26,5
0,0.8816011861979476,0.19729919302441723,-0.11122675965120676,0.6856624634262651,7,1
0,0.9557187038623569,0.05464953756218738,-0.03622814159175347,0.8256628479066321,11,2
0,0.6807294654926406,0.2739223595574728,-0.28502580866865335,0.42760828449539506,19,4
0,0.9872405191179683,0.018832835424148486,-0.009165657277368844,0.8794324334093114,14,3
0,0.9960840306555431,0.060034637643159305,-0.0023265600920622242,0.8343620346111329,19,4
0,0.9921047518466996,0.045082490032806954,-0.0064983885515799145,0.8586301825639926,9,2
0,0.9862227164373969,0.017872389273342337,-0.005349747055037213,0.881912322515383,8,2
0,0.9355872693759224,0.06268400454647949,-0.04830738995523354,0.8120423604774015,10,2
0,0.9833964868709479,0.03303554851232371,-0.014454541271054833,0.8654542067968373,17,3
0,0.8509742157034176,0.24921046303753613,-0.14708103287397056,0.5704882142099209,16,3
0,0.9717684194873486,0.032050453472240226,-0.024416982211240335,0.8608653606648248,9,2
0,0.911428384779272,0.0420311693210248,-0.07587506055626725,0.8066399370749793,7,1
0,0.9868477375319508,0.015848064389302308,-0.010453350715928678,0.8887505300494162,7,1
0,0.9283473144126916,0.010759225987674759,-0.046294028313805136,0.8355512074578574,8,2
0,0.9853432336626088,0.05042840174678054,-0.00953719767174599,0.8540861274890624,16,3
0,0.611806120072938,0.20410570213199786,-0.34218645348465493,0.4237972892091463,10,2
0,0.9615018241468333,0.02108984977196049,-0.020316861293197763,0.8583837705613849,11,2
1,0.6062307569940109,0.5409448392312296,-0.3074463055983212,0.15384499673711566,17,3
0,0.9925796243226522,0.0025891528848593914,0.0008035314840398877,0.9010824808583149,6,1
0,0.9395417215448051,0.10165952985670212,-0.044225743329528,0.7961662392453182,6,1
0,0.6862170916912108,0.18095407918459328,-0.2998639169706504,0.5002885409944171,11,2
1,0.8154554593376356,0.7240667349426901,-0.17194832743711208,0.2928532378996326,8,2
0,0.9489810099299247,0.09499512077316008,-0.04620889514683013,0.7836928569532833,9,2
0,0.9918605264943574,0.022015754479813854,-0.0005055265431282985,0.8876227589319767,5,1
0,0.9674603891854512,0.058628753483318086,-0.02458718231244783,0.8300624386683592,15,3
0,0.9839198998004183,0.05260022222629135,-0.00842833583172009,0.8560439580121681,9,2
0,0.9957845462475304,0.009347569594343241,-0.003072604450795491,0.9000239579846304,5,1
0,0.7662771599630727,0.1596377079753254,-0.20964857916114887,0.5979540202982467,8,2
0,0.9261975317556591,0.07540399708312728,-0.07063983747109659,0.7804125699897657,12,2
0,0.6862157485279382,0.138800902799597,-0.3043364642806615,0.5289641444813263,13,3
0,0.9676234237578373,0.10439946986202564,-0.0301469933059213,0.7828129000217063,13,3
0,0.5386716728583719,0.3328456828257358,-0.4458466021557673,0.27420985504149914,11,2
0,0.9910416993302268,0.04283247221954123,0.00206895268364371,0.8599569905244787,26,5
0,0.9471749849121811,0.007785354798352961,-0.03094051957787136,0.8566553682329137,6,1
0,0.9447606793678527,0.08062791137014913,-0.053176732954393846,0.8194488300982324,6,1
0,0.979006539536191,0.008431770433903196,-0.010086506460076028,0.8856969600704371,5,1
0,0.9572217435431155,0.10550830723460425,-0.03938696065548064,0.7737046893132246,15,3
0,0.9586933405745864,0.2716467365256833,-0.04075164030810707,0.6357101378636805,30,6
0,0.9760795275809953,0.018243327043226287,-0.017766774567903987,0.8774586811818025,7,1
0,0.9748833368598293,0.03079345996113536,-0.020881028455086215,0.8628452768297801,8,2
0,0.9270177180707482,0.12692860542128115,-0.06214928626658378,0.7640061992429537,9,2
0,0.9676931076485092,0.008217593660469369,-0.014404094650311117,0.8752465814618321,5,1
0,0.9769899791495683,0.017592270448593128,-0.022004026894184014,0.8780854312038616,7,1
0,0.7752491694890361,0.25659104237763686,-0.22267967344681716,0.5190611035506856,14,3
0,0.9247119753305781,0.09747740282162531,-0.06495442056517009,0.7873292490854424,8,2
0,0.9876402550305742,0.02104589244248689,-0.008773797644407222,0.8793264381281588,16,3
0,0.9187076599775198,0.06628063805454676,-0.07742834827260159,0.8009028848310876,5,1
