pred_class,p_orig,comprehensiveness,sufficiency,deletion_auc,n_words,k
0,0.9955586194992065,0.002280294895172119,-0.00012832880020141602,0.9038295745849609,8,2
0,0.9950907230377197,0.00021713972091674805,0.0037761330604553223,0.9044466018676758,6,1
0,0.9946042895317078,0.0020545125007629395,-0.0005176067352294922,0.9020191431045532,13,3
0,0.9094691872596741,0.36350107192993164,-0.0862690806388855,0.540412962436676,32,6
0,0.9960707426071167,0.001250147819519043,0.000432431697845459,0.9046399593353271,30,6
0,0.99524986743927,0.006551682949066162,-0.0006554126739501953,0.8970613479614258,16,3
1,0.9767009615898132,0.9722405076026917,-0.015710055828094482,0.1473577916622162,16,3
0,0.9891700148582458,0.0044449567794799805,-0.001300513744354248,0.8951994180679321,22,4
0,0.996019184589386,0.0004124641418457031,0.00030726194381713867,0.90509033203125,11,2
0,0.9806898236274719,0.011361956596374512,-0.014990270137786865,0.8765920400619507,10,2
0,0.9862775206565857,0.02789175510406494,-0.00559312105178833,0.8794475793838501,5,1
0,0.9416331052780151,0.17250311374664307,-0.05166441202163696,0.6291342377662659,48,10
1,0.9016551375389099,0.8942472338676453,-0.09264379739761353,0.16272561252117157,16,3
0,0.9956529140472412,0.0024784207344055176,0.001108407974243164,0.9039563536643982,6,1
0,0.9962798953056335,0.0013071894645690918,0.0004907846450805664,0.9049094915390015,12,2
0,0.9951834082603455,0.0015292763710021973,-0.00027692317962646484,0.9037101864814758,8,2
0,0.9951342940330505,0.0033767223358154297,-0.0010399818420410156,0.8852242827415466,19,4
0,0.9900665283203125,0.00254058837890625,-0.0004648566246032715,0.8989039063453674,5,1
0,0.9318095445632935,0.4531894624233246,-0.0614277720451355,0.5333777666091919,9,2
0,0.9865379333496094,0.07000750303268433,-0.0026205778121948242,0.858816385269165,7,1
0,0.9792969822883606,0.18386328220367432,-0.016802847385406494,0.7648850083351135,89,18
0,0.8755427002906799,0.20791780948638916,-0.11847764253616333,0.6926822066307068,6,1
1,0.9351264834403992,0.15723729133605957,0.028035402297973633,0.6752192378044128,11,2
0,0.9953757524490356,0.0016439557075500488,-0.0005139708518981934,0.9027561545372009,14,3
0,0.9951462149620056,0.0017731785774230957,0.003935635089874268,0.9036596417427063,5,1
1,0.9351515769958496,0.9305270314216614,-0.01711893081665039,0.3848816752433777,5,1
0,0.9943469166755676,0.002649843692779541,-0.001456618309020996,0.9022634625434875,83,17
1,0.7414644360542297,0.6707496047019958,-0.1986689567565918,0.22262831032276154,8,2
0,0.8605489730834961,0.4498184025287628,-0.13432520627975464,0.48471346497535706,10,2
0,0.9811350107192993,0.01252448558807373,-0.013917505741119385,0.8787519931793213,11,2
0,0.986005425453186,0.03966343402862549,-0.0065937042236328125,0.8765960931777954,7,1
0,0.9960774779319763,0.0009073019027709961,0.00036960840225219727,0.9049537181854248,49,10
0,0.9912323355674744,0.0018384456634521484,-0.003851652145385742,0.8978667855262756,9,2
